mmsi,timestamp,distance_from_shore,distance_from_port,speed,course,lat,lon,is_fishing
1.26395608076e+13,1405005895.0,338015.375,363364.15625,6.8000001907,354.600006103,18.9319057465,-19.5513095856,-1.0
1.26395608076e+13,1405005895.0,338015.375,363364.15625,6.8000001907,354.600006103,18.9319057465,-19.5513095856,-1.0
1.26395608076e+13,1405005899.0,338015.375,363364.15625,8.0,1.7999999523,18.9320678711,-19.5513134003,-1.0
1.26395608076e+13,1405005899.0,338015.375,363364.15625,8.0,1.7999999523,18.9320678711,-19.5513134003,-1.0
1.26395608076e+13,1405005899.0,338015.375,363364.15625,8.0,1.7999999523,18.9320678711,-19.5513134003,-1.0
1.26395608076e+13,1405005899.0,338015.375,363364.15625,8.0,1.7999999523,18.9320678711,-19.5513134003,-1.0
1.26395608076e+13,1405005903.0,338015.375,363364.15625,7.5,351.600006103,18.9322280884,-19.551317215,-1.0
1.26395608076e+13,1405005903.0,338015.375,363364.15625,7.5,351.600006103,18.9322280884,-19.551317215,-1.0
1.26395608076e+13,1405005903.0,338015.375,363364.15625,7.5,351.600006103,18.9322280884,-19.551317215,-1.0
1.26395608076e+13,1405005903.0,338015.375,363364.15625,7.5,351.600006103,18.9322280884,-19.551317215,-1.0
1.26395608076e+13,1405011573.0,335081.3125,347791.6875,8.1999998093,357.5,19.1450500488,-19.5505256653,-1.0
1.26395608076e+13,1405011573.0,335081.3125,347791.6875,8.1999998093,357.5,19.1450500488,-19.5505256653,-1.0
1.26395608076e+13,1405011899.0,335002.21875,347191.71875,8.6000003815,2.0,19.1570930481,-19.5499992371,-1.0
1.26395608076e+13,1405011899.0,335002.21875,347191.71875,8.6000003815,2.0,19.1570930481,-19.5499992371,-1.0
1.26395608076e+13,1405018707.0,320218.625,330094.9375,7.9000000954,359.100006103,19.413476944,-19.5497875214,-1.0
1.26395608076e+13,1405018707.0,320218.625,330094.9375,7.9000000954,359.100006103,19.413476944,-19.5497875214,-1.0
1.26395608076e+13,1405024999.0,306366.4375,315878.28125,8.6999998093,358.799987793,19.6482429504,-19.5486717224,-1.0
1.26395608076e+13,1405024999.0,306366.4375,315878.28125,8.6999998093,358.799987793,19.6482429504,-19.5486717224,-1.0
1.26395608076e+13,1405031551.0,306796.96875,316286.40625,1.8999999762,77.1999969482,19.6571884155,-19.5583572388,-1.0
1.26395608076e+13,1405031551.0,306796.96875,316286.40625,1.8999999762,77.1999969482,19.6571884155,-19.5583572388,-1.0
1.26395608076e+13,1405033899.0,307254.5625,316758.71875,0.6000000238,195.699996948,19.6538658142,-19.5611019135,-1.0
1.26395608076e+13,1405033899.0,307254.5625,316758.71875,0.6000000238,195.699996948,19.6538658142,-19.5611019135,-1.0
1.26395608076e+13,1405037979.0,307254.5625,316758.71875,0.3000000119,315.700012207,19.6489944458,-19.5645675659,-1.0
1.26395608076e+13,1405037979.0,307254.5625,316758.71875,0.3000000119,315.700012207,19.6489944458,-19.5645675659,-1.0
1.26395608076e+13,1405038627.0,307254.5625,316758.71875,0.6000000238,238.0,19.6481723785,-19.5649318695,-1.0
1.26395608076e+13,1405038627.0,307254.5625,316758.71875,0.6000000238,238.0,19.6481723785,-19.5649318695,-1.0
1.26395608076e+13,1405039247.0,307254.5625,316758.71875,1.2000000477,198.300003052,19.6471138,-19.5653400421,-1.0
1.26395608076e+13,1405039247.0,307254.5625,316758.71875,1.2000000477,198.300003052,19.6471138,-19.5653400421,-1.0
1.26395608076e+13,1405044487.0,309490.40625,318993.71875,0.6999999881,181.600006103,19.6374530792,-19.5740203857,-1.0
1.26395608076e+13,1405044487.0,309490.40625,318993.71875,0.6999999881,181.600006103,19.6374530792,-19.5740203857,-1.0
